Notícia,Título,Link
"O Ministério da Justiça e Segurança Pública deve editar duas portarias na tentativa de controlar o avanço do coronavírus no país. De acordo com o jornal O Estado de S. Paulo, uma delas deve permitir a realização de internação e quarentena de pessoas com suspeita de covid-19 sem autorização judicial, ou seja, de forma compulsória. A outra trará medidas para a prevenir a chegada e a propagação da doença dentro das penitenciárias. O ministro da pasta, Sérgio Moro, usou seu Twitter nesta quinta (12) para falar sobre o assunto e destacou que a realização compulsória de exames médicos, testes laboratoriais, coleta de amostras clínicas, vacinação e tratamentos médicos específicos é prevista em lei publicada em fevereiro. Com a nova portaria, no entanto, não seria mais necessário ter autorização judicial. As portarias são esperadas para a próxima semana.",Moro pode liberar internação e quarentena compulsórias para conter coronavírus,https://www.gazetadopovo.com.br/republica/breves/coronavirus-moro-internacao-e-quarentena-compulsorias/
"O governo Jair Bolsonaro avalia fechar a fronteira de Roraima com a Venezuela como medida para tentar conter o avanço do novo coronavírus. O pedido, feito pelo governador do Estado, Antonio Denarium (sem Partido), foi analisado durante reunião interministerial na manhã desta sexta-feira (13). Uma proposta sobre o tema já está em fase de elaboração no Palácio do Planalto, mas depende do aval do presidente para ser concluída. O próprio ministro da Saúde, Luiz Henrique Mandetta, afirmou que a divisa com a Venezuela é ""a única que realmente dá preocupação"" ao governo brasileiro. Nesta sexta, o ministro da Secretaria de Governo, Luiz Eduardo Ramos, ligou para Denarium para tratar do assunto. De acordo com um interlocutor do governador, os dois ainda estão ""alinhando"" a questão. Um aliado de Ramos, por sua vez, garantiu que não há uma decisão sobre o assunto.",Governo avalia fechar fronteira com Venezuela por novo coronavírus,https://www.gazetadopovo.com.br/republica/breves/governo-avalia-fechar-fronteira-com-venezuela-por-novo-coronavirus/
"O presidente dos Estados Unidos, Donald Trump, foi novamente questionado em entrevista coletiva nesta sexta-feira, 13, sobre o encontro que teve com autoridades brasileiras no sábado na Flórida, entre elas o secretário de Comunicação, Fabio Wajngarten, que teve teste confirmado para coronavírus. ""É provável"" que eu seja testado em algum momento, admitiu Trump ao ser pressionado por uma repórter sobre o episódio.  Trump afirmou que teve contato com muitas pessoas na ocasião. ""Sentei com o presidente Bolsonaro por provavelmente duras horas no jantar, mas ele está bem"", comentou, em referência a Jair Bolsonaro, que afirmou mais cedo no Facebook que o resultado de seu exame para coronavírus deu negativo. O presidente norte-americano foi questionado se não estaria sendo egoísta por não se isolar, após um membro da comitiva ter testado positivo para o vírus, mas não comentou.",Trump: “é provável que eu seja testado para coronavírus” após contato com Wajngarten,https://www.gazetadopovo.com.br/republica/breves/trump-provavel-que-eu-seja-testado-para-coronavirus/
"Tesoureira do Aliança pelo Brasil, a advogada Karina Kufa disse nesta sexta-feira (13) ao jornal O Estado de S.Paulo que o resultado do seu exame mostrou que ela contraiu o coronavírus. Kufa é a segunda pessoa do entorno do presidente Jair Bolsonaro com a confirmação de que foi infectada pelo vírus. O primeiro diagnosticado foi Fabio Wajngarten, secretário de Comunicação Social da Presidência. ""Estou bem, com sintomas leves. Estou em confinamento desde ontem (12), em repouso e isolamento total"", disse Kufa à reportagem, por celular, de Brasília. Ela é tesoureira do Aliança pelo Brasil, partido lançado pelo presidente Jair Bolsonaro que está coletando assinaturas para sair do papel. Ela acompanhou a viagem do presidente aos Estados Unidos na semana passada. No final da manhã, Bolsonaro postou em redes sociais que o seu teste para a doença deu negativo. Os ministros da Defesa, Fernando Azevedo, de Minas e Energia, Bento Albuquerque, e do Gabinete de Segurança Institucional, Augusto Heleno, também tiveram o resultado do exame negativo para o coronavírus.","Karina Kufa, advogada de Bolsonaro, confirma que está com coronavírus",https://www.gazetadopovo.com.br/republica/breves/karina-kufa-advogada-de-bolsonaro-confirma-que-esta-com-coronavirus/
"Depois de a prefeitura do Rio anunciar a suspensão das aulas da rede municipal a partir da próxima segunda-feira (16) por causa do coronavírus, o governo do estado informou que seus alunos terão 15 dias das férias escolares antecipados a partir do mesmo dia. O governador Wilson Witzel (PSC) disse ainda que suspenderá a visitação a presos e a realização de eventos esportivos, shows feiras, eventos científicos, comícios e passeatas em locais abertos ou fechados. Outro anúncio feito por Witzel é a criação de um gabinete de crise para monitorar 24 horas por dia os desdobramentos da propagação do vírus. Atividades como cinema e teatro também não são recomendadas. O governador do RJ assinou nesta tarde um decreto, válido pelos próximos 15 dias, com as diretrizes para conter o problema.","Rio suspende aulas, visitação de presos e eventos em resposta à covid-19",https://www.gazetadopovo.com.br/republica/breves/coronavirus-rio-suspende-aulas-visitacao-de-presos-e-eventos/
"O paciente de 61 anos que voltou da Itália com o coronavírus e foi o primeiro caso brasileiro confirmado da covid-19 não apresenta mais o vírus. A informação é do secretário de Estado da Saúde de São Paulo, Luiz Henrique German, que confirmou a evolução do caso à Rádio Bandeirantes.Siga a Gazeta do Povo no Instagram.",Primeiro paciente diagnosticado com coronavírus no Brasil está curado,https://www.gazetadopovo.com.br/republica/breves/primeiro-paciente-diagnosticado-com-coronavirus-no-brasil-esta-curado/
"O Ministério da Saúde informou que o Rio de Janeiro e São Paulo já têm casos de transmissão comunitária do novo coronavírus, situação na qual já não é mais possível identificar a trajetória de infecção da doença. Nesta quinta-feira (12), o Centro de Contingência para o Coronavírus do governo do Estado de São Paulo já havia informado que havia transmissão comunitária da doença em território paulista.","RJ e SP já têm transmissão comunitária do novo coronavírus, diz Saúde",https://www.gazetadopovo.com.br/republica/breves/coronavirus-transmissao-comunitaria-rj-sp/
"Atualização da Plataforma Integrada de Vigilância em Saúde feita às 15h45 desta sexta-feira (13) aumentou para 98 o número de casos confirmados de infecção pelo coronavírus em treze estados. A maioria está concentrada em São Paulo, que tem 56 doentes, seguido do Rio de Janeiro, com 16. Só não há confirmações na região Norte do país. Segundo informação do Ministério da Saúde, 12 pacientes estão internados. As pessoas monitoradas com suspeita da covid-19 são 1.485 espalhadas por todas as regiões brasileiras. Até o momento 1.344 suspeitas foram descartadas após exames.",Sobem para 98 casos confirmados de coronavírus; suspeitas ultrapassam 1.400,https://www.gazetadopovo.com.br/republica/breves/sobem-casos-confirmados-de-coronavirus/
"Após a suspensão dos atos pró governo e contrários ao Congresso que estavam previstos para este domingo (15), as centrais sindicais e a União Nacional dos Estudantes (UNE) também desmarcaram manifestação de oposição ao governo de Jair Bolsonaro, que ocorreria na próxima quarta-feira (18). O cancelamento pretende evitar aglomerações de modo a não colaborar com a propagação da covid-19 no país. Os atos de rua estão cancelados, mas outras ações - como greves, paralisações e panfletagens serão mantidas de acordo com informação da Folha de S.Paulo.",Atos contra Bolsonaro são desmarcados por causa do coronavírus,https://www.gazetadopovo.com.br/republica/breves/atos-contra-bolsonaro-sao-desmarcados-por-causa-do-coronavirus/
"O Ministério da Saúde passou a recomendar o cancelamento ou adiamento de eventos com grande participação de pessoas em razão da disseminação do novo coronavírus. De acordo com a Agência Brasil, a orientação foi apresentada junto com um conjunto de medidas a gestores estaduais e municipais de saúde em reunião virtual nesta sexta-feira (13). De acordo com a Saúde, as autoridades locais devem estimular que eventos – sejam eles, governamentais, artísticos, científicos ou comerciais – não ocorram nesse momento. Caso não seja possível cancelar o evento, a recomendação é que não haja público. Em locais com transmissão local do vírus (até o momento é o caso de São Paulo, Espírito Santo e Bahia), a recomendação do ministério é de que eventos em locais fechados para menos de 100 pessoas também sejam cancelados ou adiados ou, na impossibilidade disso, que ocorram por meio de transmissão virtual.",Governo recomenda cancelamento de eventos por causa do coronavírus,https://www.gazetadopovo.com.br/republica/breves/coronavirus-saude-recomenda-cancelamento-de-eventos/
"O presidente Jair Bolsonaro retomou as atividades no início da tarde desta sexta-feira (13) depois do resultado negativo do exame para identificar coronavírus e se dirigiu ao Palácio do Planalto. Na saída do Palácio da Alvorada parou para atender simpatizantes como faz tradicionalmente. No entanto, manteve uma distância de aproximadamente três metros do grupo. “Apesar de o meu teste ter dado negativo, eu não vou apertar a mão de vocês. Nunca tinha visto ali qualquer problema. Se bem que, para a imprensa que está ouvindo ali, se eu tivesse com o vírus ou não tivesse, não estaria sentido nada. Vida segue normal, um grande desafio pela frente, muitos problemas para serem resolvidos”, afirmou.","“Não vou apertar a mão de vocês”, diz Bolsonaro na saída do Alvorada",https://www.gazetadopovo.com.br/republica/breves/bolsonaro-retoma-trabalho-teste-negativo-do-coronavirus/
"O prefeito de Miami, Francis Suarez, testou positivo para coronavírus depois de encontrar com a comitiva brasileira na Flórida na última semana. O secretário de Comunicação, Fábio Wanjgarten, que estava na viagem, também foi diagnosticado com o vírus após apresentar sintomas no desembarque no Brasil. Ele permanece em isolamento. Os outros membros da comitiva fizeram o teste e, por enquanto, todos foram descartados - inclusive o do presidente Jair Bolsonaro.",Prefeito de Miami contrai coronavírus após encontro com comitiva de Bolsonaro,https://www.gazetadopovo.com.br/republica/breves/prefeito-de-miami-contrai-coronavirus-apos-encontro-com-comitiva-de-bolsonaro/
"O porta-voz da Presidência da República, Otávio Rêgo Barros, disse, nesta sexta-feira (13), que o governo pode adotar outras medidas de enfrentamento ao coronavírus. ""Passamos da fase de orientações para a fase recomendações. Poderá vir a fase de determinações"", disse o porta-voz. Uma série de medidas foram anunciadas, entre elas isolamento de quem chegar do exterior, a antecipação da metade do 13º de aposentados e pensionistas, além da dispensa da prova de vida por 120 dias, entre outros.","Coronavírus pode exigir fase de “determinações”, diz porta-voz da Presidência",https://www.gazetadopovo.com.br/republica/breves/coronavirus-pode-exigir-fase-de-determinacoes-diz-porta-voz-da-presidencia/
"Viajantes que chegarem ao Brasil devem ficar em isolamento domiciliar durante 7 dias, mesmo que não apresentem sintomas do coronavírus. A recomendação foi emitida pelo Ministério da Saúde nesta sexta-feira (13). Se durante o período de isolamento o viajante apresentar falta de ar, febre com tosse devem procurar uma unidade de saúde. O telefone 136 pode ser utilizado para tirar dúvidas com o ministério. O Brasil confirmou 77 casos de coronavírus até quinta-feira (12).",Coronavírus: viajantes que chegarem do exterior devem ficar 7 dias em casa,https://www.gazetadopovo.com.br/republica/breves/coronavirus-viajantes-que-chegarem-do-exterior-devem-ficar-7-dias-em-casa/
"O governador de São Paulo, João Doria (PSDB), informou nesta sexta-feira (13) que o ministro da Saúde, Luiz Henrique Mandetta liberou R$ 92 milhões ao estado, para ajudar no combate à pandemia do coronavírus, após solicitação de recursos do próprio governador. Doria pediu celeridade na liberação da verba e disse que o ministro estará hoje à tarde em São Paulo para discutir a utilização dos valores.","São Paulo vai receber R$ 92 milhões do governo federal para combater coronavírus, diz Doria",https://www.gazetadopovo.com.br/republica/breves/sao-paulo-vai-receber-r-92-milhoes-do-governo-federal-para-combater-coronavirus-diz-doria/
"O ministro do Supremo Tribunal Federal (STF), Edson Fachin, decidiu nesta quinta-feira (12), de forma liminar, que a licença-maternidade comece a partir da alta hospitalar da mãe ou do recém-nascido, aquela que ocorrer primeiro. Atualmente, o direito é garantido à mulher a partir do afastamento dela do trabalho, que pode acontecer inclusive antes do parto. Mas o partido Solidariedade acionou o STF para que o prazo comece a correr a partir do momento em que a mãe e o bebê já estiverem em casa. A ação movida pelo partido foi acolhida pelo magistrado que destacou que não existe previsão legal para casos em que a mãe e a criança necessitam de uma internação mais longa, o que acaba servindo para fundamentar decisões judiciais que negaram o direito à extensão da licença-maternidade. Segundo Fachin, ""a ausência de lei não significa, afinal, ausência da norma"".","Licença-maternidade só começa a contar após alta hospitalar, decide Fachin",https://www.gazetadopovo.com.br/republica/breves/licenca-maternidade-so-comeca-a-contar-apos-alta-hospitalar-decide-fachin/
"O secretário de Comunicação, Fábio Wajngarten, diagnosticado com coronavírus, explicou nesta sexta-feira (13), pelo Twitter, as medidas que adotou ao retornar da viagem aos Estados Unidos com a comitiva que acompanhou o presidente Jair Bolsonaro. Wajngarten citou ""especulações""  da imprensa e disse que avisou integrantes da comitiva. Ao desembarcar em São Paulo, foi ao hospital realizar o exame. ""Confirmado, avisei à Presidência da República, guardei quarentena e adotei as recomendações médicas"", justificou. No texto, o secretário afirma que ""qualquer outra ilação"" é fake news.","Infectado, Wajngarten fala sobre coronavírus e ataca a imprensa",https://www.gazetadopovo.com.br/republica/breves/infectado-wajngarten-fala-sobre-coronavirus-e-ataca-a-imprensa/
"O lado paraguaio da Usina de Itaipu mantém suspensa a entrada de visitantes desde terça-feira desta semana, como medida de prevenção à disseminação do coronavírus; na margem brasileira do Rio Paraná, no entanto, o acesso do público aos atrativos turísticos segue liberado. Em nota, Itaipu informou que monitora a situação e que seguirá os protocolos estabelecidos pela Organização Mundial de Saúde para enfrentamento da pandemia. Os funcionários e turistas têm à disposição álcool gel. A visitação às cataratas, no Parque Nacional do Iguaçu, também segue funcionando normalmente, das 9h às 17h. Os visitantes recebem orientações sobre prevenção e álcool gel. Há, no parque, uma equipe de enfermagem para fazer triagem de pessoas com suspeita da doença e, em caso de necessidade, encaminhá-las a um hospital de referência em Foz do Iguaçu.","Fechada para visitação no Paraguai, Itaipu segue aberta no lado brasileiro",https://www.gazetadopovo.com.br/parana/breves/fechada-para-visitacao-no-paraguai-itaipu-segue-aberta-no-lado-brasileiro/
"O Planalto convocou uma reunião nesta sexta-feira (13), às 10 horas, com todos os ministros envolvidos em áreas relacionadas para debater a situação do coronavírus no Brasil.  O encontro, revelado pelo ministro da Casa Civil, Braga Netto, ocorre em meio à espera do resultado do exame de coronavírus no presidente Jair Bolsonaro. O secretário de Comunicação, Fabio Wanjgarten, que fazia parte da comitiva que viajou aos Estados Unidos com o presidente, testou positivo.",Planalto realiza reunião com ministros para debater coronavírus,https://www.gazetadopovo.com.br/republica/breves/planalto-reuniao-ministros-coronavirus/
"Os médicos com registro no Brasil que desejam trabalhar no combate ao coronavírus devem se inscrever a partir de segunda-feira (16) no Programa Mais Médicos. Serão 5 mil vagas, com remuneração de R$ 12 mil, por 1 ano, para trabalhar nas capitais e grandes centros, além dos municípios mais carentes e aldeias indígenas. O ministério informou que os profissionais serão distribuídos em 1.864 municípios de todo o país e Distritos Sanitários Especiais Indígenas. A expectativa é que os médicos já comecem a atuar nos municípios no início de abril.",Governo abre na segunda (16) inscrições de médicos para combater coronavírus,https://www.gazetadopovo.com.br/republica/breves/governo-inscricoes-medicos-coronavirus/
"O ministro da Economia, Paulo Guedes, disse à revista Veja que, enquanto a economia mundial desacelera por conta da pandemia do coronavírus, o Brasil está ""em plena decolagem"". ""Acredito que temos impulsão suficiente para superar isso, pois estamos num ritmo de crescimento"", afirmou. Segundo o ministro, entretanto, o país não tem uma resposta imediata à crise provocada pela doença. ""É por isso que a gente precisa das reformas, para nos dar espaço fiscal. Se promovermos as reformas, abriremos espaço para um ataque direto ao coronavírus. Com R$ 3, R$ 4 ou R$ 5 bilhões a gente aniquila o coronavírus"", disse. Guedes se referia, em especial, às reformas administrativa e tributária – que ainda não foram encaminhadas pelo governo ao Congresso.","Guedes diz que Brasil está em “decolagem”, mas que não tem resposta imediata ao coronavírus",https://www.gazetadopovo.com.br/republica/breves/paulo-guedes-coronavirus-resposta/
"O governo federal negou que esteja em estudo por parte do Ministério da Economia um novo saque-imediato do FGTS, nos moldes do que foi realizado em 2019. A liberação do governo era para retirada de até R$ 500 por conta. Depois, foi ampliado o valor de retirada total para contas com até R$ 998. O motivo seria injetar dinheiro na economia como forma de compensar os resultados da economia com o novo coronavírus. O secretário especial de Fazenda, Waldery Rodrigues, havia comentado sobre o estudo com jornalistas.","Em meio ao coronavírus, governo nega novo saque-imediato do FGTS",https://www.gazetadopovo.com.br/republica/breves/governo-novo-saque-imediato-do-fgts-para-estimular-economia/
"Um cruzeiro vindo das Bahamas com 609 pessoas está isolado no Recife à espera do resultado do exame feito em um passageiro com suspeita de coronavírus. Um canadense, de 78 anos, apresentou sinais de infarto durante o desembarque, diz O Globo. O SAMU foi acionado e também constatou que ele apresentava tosse, febre e dificuldade de respirar – sintomas da doença. Ele foi encaminhado a um hospital privado e o cruzeiro vai aguardar em isolamento até o resultado do exame até obter autorização para seguir viagem. Se o teste der positivo, todos devem ficar em quarentena.",Cruzeiro é isolado no Recife após suspeita de coronavírus,https://www.gazetadopovo.com.br/republica/breves/cruzeiro-e-isolado-no-recife-apos-suspeita-de-coronavirus/
"O presidente do Senado, Davi Alcolumbre (DEM-AP), e outros parlamentares decidiram fazer o teste para detecção da covid-19 após contato próximo os senadores Nelsinho Trad (PSD-MS) e Jorginho Mello (PL-SC) nos dois últimos dias. Trad e Mello estão em quarentena por terem feito parte da comitiva  presidencial brasileira nos Estados Unidos nesta semana. Os senadores aguardam para esta sexta-feira (13) o resultado do exame que está mais demorado por causa da demanda alta em laboratórios, de acordo com informações dos gabinetes. O secretário de Comunicação, Fabio Wajngarten, fez parte da viagem e teve a doença confirmada; os outros integrantes da comitiva, incluindo o próprio presidente e a primeira-dama, Michelle Bolsonaro, também fizeram exames, ainda sem resultados divulgados. Ainda no Senado, alguns gabinetes determinaram que os servidores trabalhem de casa e Alcolumbre avalia suspender as sessões se houver casos confirmados no Senado.",Alcolumbre faz exames para coronavírus após contato com senadores em quarentena,https://www.gazetadopovo.com.br/republica/breves/coronavirus-alcolumbre-faz-exame-senadores-em-quarentena/
"A Casa Civil fará uma reunião nesta sexta-feira (13) para discutir ações emergenciais de combate ao novo coronavírus no país. A ideia é reunir as prioridades de diferentes ministérios para formatar uma proposta que  atenda diferentes segmentos. A expectativa é de que o texto seja encaminhado ao Congresso nos próximos dias. Estão previstos no encontro representantes dos ministérios da Secretaria-Geral, da Secretaria de Governo, do Gabinete de Segurança  Institucional (GSI), da Infraestrutura, da Saúde, das Relações  Exteriores, da Defesa, da Justiça e Segurança Pública, da Economia, do Ministério da Agricultura e também da Agência Nacional de Vigilância Sanitária (Anvisa).",Casa Civil reúne ministérios para discutir ações de combate à covid-19,https://www.gazetadopovo.com.br/republica/breves/coronavirus-casa-civil-reune-ministerios-para-discutir-combate/
"Para prevenir o crescimento de casos do novo coronavírus, o presidente do Tribunal Regional Federal da 3ª Região (TRF-3), Mairan Maia, e a corregedora-regional da Justiça Federal da 3ª Região, Marisa Santos, assinaram nesta quinta-feira (12) portaria que suspende todas as perícias médicas judiciais, além das perícias médicas de magistrados e servidores, por 14 dias. A medida vale para todas as Seções Judiciárias da Justiça Federal em São Paulo e no Mato Grosso do Sul. Foi decidido também que magistrados e servidores que tenham retornado de regiões consideradas endêmicas ou aqueles que tiveram contato com viajantes dessas regiões, sejam afastados dos locais de trabalho por igual período a partir da data de retorno ao Brasil ou do contato, com a realização de teletrabalho, o home office.",TRF-3 suspende perícias médicas judiciais por 14 dias,https://www.gazetadopovo.com.br/republica/breves/trf-3-suspende-pericias-medicas-judiciais-por-14-dias/
"A diretoria colegiada da Agência Nacional de Saúde Suplementar aprovou nesta  quinta-feira (12) a inclusão do exame para a detecção do coronavírus dentro do rol de procedimentos obrigatórios para os beneficiários de planos de saúde. A resolução entra em vigor a partir de sua publicação no Diário Oficial da União. A cobertura será considerada obrigatória quando o paciente estiver com suspeita ou for caso provável da covid-19, conforme antecipado pelo Ministério da Saúde. O teste será coberto para os beneficiários de planos de saúde com segmentação ambulatorial, hospitalar ou referência e será feito nos casos em que houver indicação médica, de acordo com o protocolo e as diretrizes definidas pelo ministério. A ANS orienta os beneficiários para que consultem as operadoras de planos de saúde para informações sobre os locais adequados de realização do exame e para o esclarecimento de dúvidas sobre o diagnóstico ou tratamento da doença, que também é já assegurado para planos ambulatoriais e hospitalares. As informações são da Agência Brasil.",Exame do coronavírus passa a ser procedimento obrigatório em planos de saúde,https://www.gazetadopovo.com.br/economia/breves/exame-do-coronavirus-passa-a-ser-obrigatorio-em-planos-de-saude/
"Com o avanço do coronavírus no país, o Ministério da Saúde anunciou nesta quinta-feira (12) chamamento público para a compra direta de 10 milhões de máscaras cirúrgicas e pregão para a locação de até 2 mil leitos de UTI. Além disso, há outro chamamento para a contratação de serviço de gestão integrada de equipamentos de UTI. A pasta tem adotado a modalidade de contratação direta para agilizar a compra de material necessário ao tratamento da doença. Na semana passada, o Ministério já havia anunciado a compra direta de 20 milhões de máscaras cirúrgicas e 600 mil aventais hospitalares. Os avisos dos chamamentos públicos e do pregão foram publicados em edição extra do Diário Oficial da União (DOU). De acordo com a  publicação, o edital da locação dos leitos de UTI será publicado em diário oficial e em jornal de grande circulação.",Saúde anuncia locação de 2 mil leitos de UTI para pacientes da covid-19,https://www.gazetadopovo.com.br/republica/breves/coronavirus-saude-anuncia-locacao-de-2-mil-leitos-de-uti/
"Em breve pronunciamento na noite desta quinta-feira (12) em rede nacional de rádio e tevê, o presidente Jair Bolsonaro destacou orientações das autoridades sanitárias com relação ao coronavírus para pedir ""serenidade e bom senso"" ao desaconselhar a realização de atos neste domingo (15). Bolsonaro não foi direto como na transmissão ao vivo realizada em seu Facebook pouco antes (quando sugeriu o adiamento), mas afirmou que não se pode colocar a saúde em risco em aglomerações que podem aumentar a propagação da covid-19. O presidente ainda exaltou as mobilizações, dizendo que elas ""atendem aos interesses da nação"" e da sua democracia presidencialista, em alusão a críticas ao Congresso, que apareciam entre as motivações dos atos. Logo após as declarações de Bolsonaro durante a live, os protestos passaram a ser desarticulados.","Em rede nacional, Bolsonaro transparece apoio a atos, mas pede “bom senso”",https://www.gazetadopovo.com.br/republica/breves/rede-nacional-bolsonaro-transparece-apoio-a-atos-mas-pede-bom-senso/
"O INSS vai suspender a exigência da prova de vida dos beneficiários para evitar ida às agências bancárias em meio ao avanço do novo coronavírus no Brasil. Segundo o presidente do órgão, Leonardo Rolim, a medida  valerá também para segurados com agendamento domiciliar do procedimento. O INSS também discute a operacionalização da concessão do auxílio-doença para segurados da Previdência que já testaram positivo para o coronavírus e precisarão ficar em isolamento. O mais provável, segundo Rolim, é que eles sejam dispensados da perícia médica, justamente para evitar o alastramento da infecção. As medidas são discutidas sob orientação do Ministério da Saúde. A prova de vida é feita pelo segurado a cada 12 meses para comprovar que  ele está vivo. Esse procedimento é obrigatório para que o benefício continue sendo pago.",INSS vai suspender prova de vida de beneficiários para prevenir coronavírus,https://www.gazetadopovo.com.br/republica/breves/prova-de-vida-inss-suspensa-coronavirus/
"O presidente Jair Bolsonaro disse que assinará nesta sexta-feira (13) a Medida Provisória (MP) que libera R$ 5 bilhões, via emendas, para o enfrentamento do novo coronavírus. O valor atende a um pedido feito nesta quarta (11) pelo ministro da Saúde, Luiz Henrique Mandetta, durante visita ao Congresso para prestar esclarecimentos sobre a situação da covid-19. A MP tem efeito imediato após a publicação. ""A gente pede a Deus que esse problema logo dissipe aqui no nosso país e a gente volte à normalidade. Problemas estamos tendo pela frente: a questão da bolsa de valores, que despenca, dólar que sobe; isso está acontecendo no mundo todo"", disse Bolsonaro. ""Medidas econômicas a equipe tem tomado; agora, não somos aquelas potências que têm recursos em abundância, como os EUA, que podem socorrer com muito mais  propriedade as pequenas empresas. Temos orçamento bastante engessado"", afirmou o presidente.",Bolsonaro assina nesta sexta MP que libera R$ 5 bilhões para Saúde,https://www.gazetadopovo.com.br/republica/breves/bolsonaro-assina-nesta-sexta-mp-que-libera-5-bilhoes-para-saude/
"O conselheiro do Tribunal de Contas do Rio de Janeiro Domingos Brazão é apontado em um relatório da Polícia Federal como ""principal suspeito de ser autor intelectual"" do crime que vitimou a vereadora do PSOL Marielle Franco e o motorista Anderson Gomes. De acordo com informação do blog de Fausto Macedo, no Estadão, o documento foi revelado pela Procuradoria-Geral da República e demonstra ligação de Brazão com o chamado Escritório do Crime, milícia da qual fariam parte os matadores de aluguel. Durante as investigações, o conselheiro foi denunciado por atrapalhar as investigações do caso, plantando notícias falsas para alterar o rumo do inquérito na tentativa de incriminar terceiros e de evitar que os verdadeiros assassinos fossem identificados. O relatório da PF tem base em depoimentos, interceptações, buscas e apreensões e análise de conversas de WhatsApp.Siga a Gazeta do Povo no Instagram.",PF aponta conselheiro do TC-RJ como “autor intelectual” da morte de Marielle,https://www.gazetadopovo.com.br/republica/breves/caso-marielle-pf-aponta-conselheiro-do-tcrj-como-autor-intelectual/
"Organizadores dos atos de apoio ao governo Bolsonaro marcados para o próximo domingo, dia 15 de março, decidiram adiar as manifestações que ocorreriam em todo o país por causa do risco de contágio do coronavírus. Segundo a deputada Carla Zambelli (PSL-SP), uma nova data para os atos nas ruas será marcada futuramente. O anúncio ocorre pouco depois de o presidente Jair Bolsonaro sugerir aos apoiadores em live nas redes sociais que suspendessem as manifestações. “Entendemos nesse momento que o mais prudente, o mais correto, diante da gravidade da situação, é a gente cancelar as manifestações”, disse Paulo Generoso, do movimento República de Curitiba, em vídeo na internet. Zambelli, que é ligada ao movimento Nas Ruas, convocou a população para se manifestar em favor do governo nas redes sociais no dia 15. Ao longo do dia, deputados bolsonaristas já cogitavam o cancelamento das manifestações.",Atos pró-governo Bolsonaro do dia 15 são cancelados por causa do coronavírus,https://www.gazetadopovo.com.br/republica/breves/atos-pro-governo-do-dia-15-cancelamento-coronavirus/
"Em transmissão ao vivo nas redes sociais o presidente Jair Bolsonaro adiantou o teor do seu pronunciamento em rede nacional, marcado para as 20h30 desta quinta-feira (12). Segundo ele, com relação aos atos de domingo, dia 15 de março, uma das ideias é sugerir o adiamento para ""daqui um mês, dois meses"". Bolsonaro justificou a recomendação com base na propagação do coronavírus e afirmou que ""já foi dado uma baita recado para o parlamento"". Acompanhado do ministro da Saúde Luiz Henrique Mandetta, Bolsonaro afirmou que não se pode deixar acontecer uma ""explosão de pessoas infectadas"", para evitar a sobrecarga no sistema de saúde. Bolsonaro fez a transmissão utilizando máscara e se explicou ao afirmar que ainda não tem os resultados dos exames para verificar possível contágio. O ministro e a intérprete de libras também levavam equipamento específico no rosto.","Em live, Bolsonaro sugere adiamento de atos do domingo",https://www.gazetadopovo.com.br/republica/breves/em-live-bolsonaro-sugere-adiamento-de-atos-do-domingo/
"O Ministério Público junto ao Tribunal de Contas da União apresentou representação nesta quinta-feira (12) na qual sugere à Corte o auxílio de organizações internacionais para garantir a ""confiabilidade do sistema eleitoral brasileiro"" após o presidente Jair Bolsonaro declarar (até o momento sem provas) que houve fraude nas eleições que o elegeram em 2018. De acordo com o subprocurador Lucas Rocha Furtado, que assina a  representação e afirma não compartilhar com a dúvida levantada pelo presidente, a fala traduz ""extrema gravidade, capaz de estremecer o  principal fundamento da democracia"", destacando que a desconfiança com  as urnas colocam em xeque ""a lisura do processo eleitoral"". Além das recomendações de auxílios externos, o subprocurador recomenda ao Tribunal de Contas verificar, em parceria com o TSE, a confiabilidade das urnas eletrônicas para ""atestar sem sombras de dúvidas a higidez de todo o processo eleitoral' e também apurar o estágio de cumprimento das determinações relativas à implementação do voto impresso.","Após Bolsonaro apontar fraude, TCU sugere apuração de confiabilidade de urnas",https://www.gazetadopovo.com.br/republica/breves/apos-bolsonaro-apontar-fraude-tcu-sugere-apuracao-de-confiabilidade-de-urnas/
"O presidente e o vice-presidente do Supremo Tribunal Federal, ministros Dias Toffoli e Luiz Fux, respectivamente, suspenderam as audiências públicas agendadas na Corte que discutiriam a implantação do  juiz de garantias e o Marco Civil da Internet. As medidas foram tomadas após o avanço do novo coronavírus levar o STF a restringir acesso ao plenário e visitas na sede do tribunal, em Brasília. A discussão sobre o juiz de garantias começaria na próxima segunda-feira (16), após Fux suspender sua implementação por tempo  indeterminado. Já as audiências que discutiram o Marco Civil da  Internet estavam previstas para os dias 23 e 24 de março. De acordo com o Supremo, as novas datas das audiências serão divulgadas ""oportunamente"".","Após avanço do coronavírus, audiências de juiz de garantias são suspensas",https://www.gazetadopovo.com.br/republica/breves/stf-suspende-audiencias-juiz-de-garantias/
